14,4716
13,4391
15,4284
16,4042
12,3827
11,3820
10,3209
9,3096
17,2793
8,1994
18,1820
19,1493
20,1310
23,1185
22,1117
21,1015
7,846
0,684
1,434
2,399
5,374
4,347
6,303
3,248
